[HEADER]
Gravity [m2/s]:	9.81
Area meas. section [m2]:	0.0120
GVF porthole distance [m]:	0.960
Density liquid [kg/m3]:	998
[DATA]
[s]	[HH:mm:ss]	[m3/h]	[m3/h]	[pct]	[ln/min]	[mbar]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[W]	[W]	[W]
time	wall_time	Q_tunnel_setp	Q_tunnel	S_pump_setp	Q_bubbles	Pdiff_GVF	T_TC_01	T_TC_02	T_TC_03	T_TC_04	T_TC_05	T_TC_06	T_TC_07	T_TC_08	T_TC_09	T_TC_10	T_TC_11	T_TC_12	T_ambient	T_inlet	T_outlet	T_chill_setp	T_chill	P_PSU_1	P_PSU_2	P_PSU_3
1404.313	13:53:22.774	21.600	21.655	32.456	0.00	0.12	87.86	87.56	86.42	88.38	84.06	89.78	21.26	21.27	21.22	21.14	nan	nan	22.758	21.565	21.679	19.0	19.0	870.00	870.01	870.00
1404.414	13:53:22.875	21.600	21.655	32.456	0.00	0.14	87.86	87.56	86.42	88.38	84.06	89.78	21.26	21.27	21.22	21.14	nan	nan	22.758	21.565	21.679	19.0	19.0	870.00	870.01	870.00
1404.514	13:53:22.975	21.600	21.655	32.456	0.00	0.15	87.86	87.56	86.42	88.38	84.06	89.78	21.26	21.27	21.22	21.14	nan	nan	22.758	21.565	21.679	19.0	19.0	870.00	870.01	869.86
1404.613	13:53:23.074	21.600	21.650	32.456	0.00	0.15	87.50	86.87	86.47	88.29	84.14	90.16	21.26	21.25	21.22	21.16	nan	nan	22.758	21.565	21.679	19.0	19.0	870.00	870.01	869.86
1404.713	13:53:23.174	21.600	21.645	32.456	0.00	0.13	87.50	86.87	86.47	88.29	84.14	90.16	21.26	21.25	21.22	21.16	nan	nan	22.758	21.565	21.679	19.0	19.0	870.00	870.01	869.86
1404.814	13:53:23.275	21.600	21.645	32.456	0.00	0.11	87.50	86.87	86.47	88.29	84.14	90.16	21.26	21.25	21.22	21.16	nan	nan	22.758	21.565	21.679	19.0	19.0	870.00	870.01	869.86
1404.914	13:53:23.375	21.600	21.635	32.456	0.00	0.11	87.50	86.87	86.47	88.29	84.14	90.16	21.26	21.25	21.22	21.16	nan	nan	22.758	21.565	21.679	19.0	19.0	870.00	870.01	869.86
1405.014	13:53:23.475	21.600	21.630	32.456	0.00	0.14	87.50	86.87	86.47	88.29	84.14	90.16	21.26	21.25	21.22	21.16	nan	nan	22.766	21.565	21.679	19.0	19.0	870.00	870.01	869.86
1405.113	13:53:23.574	21.600	21.630	32.456	0.00	0.14	87.50	86.87	86.47	88.29	84.14	90.16	21.26	21.25	21.22	21.16	nan	nan	22.766	21.565	21.679	19.0	19.0	870.00	870.01	869.86
1405.214	13:53:23.675	21.600	21.615	32.456	0.00	0.13	87.50	86.87	86.47	88.29	84.14	90.16	21.26	21.25	21.22	21.16	nan	nan	22.766	21.565	21.679	19.0	19.0	870.00	870.01	869.92
1405.314	13:53:23.775	21.600	21.610	32.456	0.00	0.14	87.50	86.87	86.47	88.29	84.14	90.16	21.26	21.25	21.22	21.16	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	869.92
1405.413	13:53:23.874	21.600	21.605	32.456	0.00	0.10	87.50	86.87	86.47	88.29	84.14	90.16	21.26	21.25	21.22	21.16	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1405.513	13:53:23.974	21.600	21.610	32.469	0.00	0.09	87.50	86.87	86.47	88.29	84.14	90.16	21.26	21.25	21.22	21.16	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1405.614	13:53:24.075	21.600	21.610	32.469	0.00	0.10	87.53	87.07	86.52	88.17	84.12	90.40	21.26	21.26	21.22	21.15	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1405.713	13:53:24.174	21.600	21.610	32.469	0.00	0.11	87.53	87.07	86.52	88.17	84.12	90.40	21.26	21.26	21.22	21.15	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1405.813	13:53:24.274	21.600	21.595	32.469	0.00	0.13	87.53	87.07	86.52	88.17	84.12	90.40	21.26	21.26	21.22	21.15	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1405.913	13:53:24.374	21.600	21.590	32.469	0.00	0.12	87.53	87.07	86.52	88.17	84.12	90.40	21.26	21.26	21.22	21.15	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1406.014	13:53:24.475	21.600	21.585	32.469	0.00	0.12	87.53	87.07	86.52	88.17	84.12	90.40	21.26	21.26	21.22	21.15	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1406.114	13:53:24.575	21.600	21.580	32.469	0.00	0.12	87.53	87.07	86.52	88.17	84.12	90.40	21.26	21.26	21.22	21.15	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1406.213	13:53:24.674	21.600	21.585	32.469	0.00	0.12	87.53	87.07	86.52	88.17	84.12	90.40	21.26	21.26	21.22	21.15	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1406.314	13:53:24.775	21.600	21.570	32.469	0.00	0.15	87.53	87.07	86.52	88.17	84.12	90.40	21.26	21.26	21.22	21.15	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1406.414	13:53:24.875	21.600	21.575	32.469	0.00	0.13	87.53	87.07	86.52	88.17	84.12	90.40	21.26	21.26	21.22	21.15	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1406.513	13:53:24.974	21.600	21.580	32.481	0.00	0.12	87.53	87.07	86.52	88.17	84.12	90.40	21.26	21.26	21.22	21.15	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1406.613	13:53:25.074	21.600	21.580	32.481	0.00	0.14	87.89	87.44	86.72	88.08	83.97	90.52	21.25	21.28	21.23	21.16	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1406.714	13:53:25.175	21.600	21.575	32.481	0.00	0.16	87.89	87.44	86.72	88.08	83.97	90.52	21.25	21.28	21.23	21.16	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1406.814	13:53:25.275	21.600	21.575	32.481	0.00	0.19	87.89	87.44	86.72	88.08	83.97	90.52	21.25	21.28	21.23	21.16	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1406.913	13:53:25.374	21.600	21.575	32.481	0.00	0.18	87.89	87.44	86.72	88.08	83.97	90.52	21.25	21.28	21.23	21.16	nan	nan	22.766	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1407.013	13:53:25.474	21.600	21.570	32.481	0.00	0.16	87.89	87.44	86.72	88.08	83.97	90.52	21.25	21.28	21.23	21.16	nan	nan	22.769	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1407.114	13:53:25.575	21.600	21.555	32.481	0.00	0.13	87.89	87.44	86.72	88.08	83.97	90.52	21.25	21.28	21.23	21.16	nan	nan	22.769	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1407.213	13:53:25.674	21.600	21.555	32.481	0.00	0.13	87.89	87.44	86.72	88.08	83.97	90.52	21.25	21.28	21.23	21.16	nan	nan	22.769	21.564	21.679	19.0	19.0	870.00	870.01	870.06
1407.313	13:53:25.774	21.600	21.545	32.481	0.00	0.16	87.89	87.44	86.72	88.08	83.97	90.52	21.25	21.28	21.23	21.16	nan	nan	22.769	21.568	21.679	19.0	19.0	870.00	870.01	870.06
1407.414	13:53:25.875	21.600	21.540	32.481	0.00	0.17	87.89	87.44	86.72	88.08	83.97	90.52	21.25	21.28	21.23	21.16	nan	nan	22.769	21.568	21.679	19.0	19.0	870.00	870.01	870.06
1407.514	13:53:25.975	21.600	21.535	32.494	0.00	0.17	87.89	87.44	86.72	88.08	83.97	90.52	21.25	21.28	21.23	21.16	nan	nan	22.769	21.568	21.679	19.0	19.0	870.00	870.01	870.06
1407.613	13:53:26.074	21.600	21.530	32.494	0.00	0.19	88.11	87.81	86.82	88.21	84.03	90.45	21.25	21.26	21.22	21.15	nan	nan	22.769	21.568	21.679	19.0	19.0	870.00	870.01	870.06
1407.713	13:53:26.174	21.600	21.540	32.494	0.00	0.21	88.11	87.81	86.82	88.21	84.03	90.45	21.25	21.26	21.22	21.15	nan	nan	22.769	21.568	21.679	19.0	19.0	870.00	870.01	870.06
1407.814	13:53:26.275	21.600	21.540	32.494	0.00	0.21	88.11	87.81	86.82	88.21	84.03	90.45	21.25	21.26	21.22	21.15	nan	nan	22.769	21.568	21.679	19.0	19.0	870.00	870.01	870.06
1407.914	13:53:26.375	21.600	21.545	32.494	0.00	0.23	88.11	87.81	86.82	88.21	84.03	90.45	21.25	21.26	21.22	21.15	nan	nan	22.769	21.568	21.679	19.0	19.0	870.00	870.01	870.06
1408.013	13:53:26.474	21.600	21.540	32.494	0.00	0.21	88.11	87.81	86.82	88.21	84.03	90.45	21.25	21.26	21.22	21.15	nan	nan	22.769	21.568	21.691	19.0	19.0	870.00	870.01	870.06
1408.113	13:53:26.574	21.600	21.540	32.494	0.00	0.23	88.11	87.81	86.82	88.21	84.03	90.45	21.25	21.26	21.22	21.15	nan	nan	22.769	21.568	21.691	19.0	19.0	870.00	870.01	870.06
1408.214	13:53:26.675	21.600	21.525	32.494	0.00	0.26	88.11	87.81	86.82	88.21	84.03	90.45	21.25	21.26	21.22	21.15	nan	nan	22.769	21.568	21.691	19.0	19.0	870.00	869.95	870.00
1408.314	13:53:26.775	21.600	21.525	32.494	0.00	0.21	88.11	87.81	86.82	88.21	84.03	90.45	21.25	21.26	21.22	21.15	nan	nan	22.769	21.568	21.691	19.0	19.0	870.00	869.95	870.00
1408.413	13:53:26.874	21.600	21.530	32.494	0.00	0.21	88.11	87.81	86.82	88.21	84.03	90.45	21.25	21.26	21.22	21.15	nan	nan	22.769	21.568	21.691	19.0	19.0	870.00	869.95	869.86
1408.513	13:53:26.974	21.600	21.520	32.500	0.00	0.22	88.11	87.81	86.82	88.21	84.03	90.45	21.25	21.26	21.22	21.15	nan	nan	22.769	21.568	21.691	19.0	19.0	870.00	869.95	869.86
1408.614	13:53:27.075	21.600	21.510	32.500	0.00	0.23	87.61	87.74	86.98	87.75	83.90	89.84	21.25	21.25	21.22	21.14	nan	nan	22.769	21.568	21.691	19.0	19.0	870.00	869.95	869.86
1408.714	13:53:27.175	21.600	21.505	32.500	0.00	0.26	87.61	87.74	86.98	87.75	83.90	89.84	21.25	21.25	21.22	21.14	nan	nan	22.769	21.568	21.691	19.0	19.0	870.00	869.95	869.86
1408.813	13:53:27.274	21.600	21.505	32.500	0.00	0.24	87.61	87.74	86.98	87.75	83.90	89.84	21.25	21.25	21.22	21.14	nan	nan	22.769	21.568	21.691	19.0	19.0	870.00	869.95	869.86
1408.913	13:53:27.374	21.600	21.500	32.500	0.00	0.20	87.61	87.74	86.98	87.75	83.90	89.84	21.25	21.25	21.22	21.14	nan	nan	22.769	21.568	21.691	19.0	19.0	870.00	869.95	869.86
1409.014	13:53:27.475	21.600	21.495	32.500	0.00	0.22	87.61	87.74	86.98	87.75	83.90	89.84	21.25	21.25	21.22	21.14	nan	nan	22.756	21.568	21.691	19.0	19.0	870.00	869.95	869.86
1409.113	13:53:27.574	21.600	21.495	32.500	0.00	0.21	87.61	87.74	86.98	87.75	83.90	89.84	21.25	21.25	21.22	21.14	nan	nan	22.756	21.568	21.691	19.0	19.0	870.00	869.95	869.86
1409.213	13:53:27.674	21.600	21.490	32.500	0.00	0.23	87.61	87.74	86.98	87.75	83.90	89.84	21.25	21.25	21.22	21.14	nan	nan	22.756	21.568	21.691	19.0	19.0	870.06	870.01	869.92
1409.314	13:53:27.775	21.600	21.495	32.500	0.00	0.23	87.61	87.74	86.98	87.75	83.90	89.84	21.25	21.25	21.22	21.14	nan	nan	22.756	21.565	21.691	19.0	19.0	870.06	870.01	869.92
1409.414	13:53:27.875	21.600	21.495	32.500	0.00	0.22	87.61	87.74	86.98	87.75	83.90	89.84	21.25	21.25	21.22	21.14	nan	nan	22.756	21.565	21.691	19.0	19.0	870.06	870.01	870.06
1409.513	13:53:27.974	21.600	21.495	32.513	0.00	0.20	87.61	87.74	86.98	87.75	83.90	89.84	21.25	21.25	21.22	21.14	nan	nan	22.756	21.565	21.691	19.0	19.0	870.06	870.01	870.06
1409.613	13:53:28.074	21.600	21.495	32.513	0.00	0.19	87.16	87.70	86.97	87.36	83.63	89.91	21.25	21.24	21.22	21.16	nan	nan	22.756	21.565	21.691	19.0	19.0	870.06	870.01	870.06
1409.714	13:53:28.175	21.600	21.490	32.513	0.00	0.19	87.16	87.70	86.97	87.36	83.63	89.91	21.25	21.24	21.22	21.16	nan	nan	22.756	21.565	21.691	19.0	19.0	870.06	870.01	870.06
1409.814	13:53:28.275	21.600	21.485	32.513	0.00	0.19	87.16	87.70	86.97	87.36	83.63	89.91	21.25	21.24	21.22	21.16	nan	nan	22.756	21.565	21.691	19.0	19.0	870.06	870.01	870.06
1409.913	13:53:28.374	21.600	21.485	32.513	0.00	0.20	87.16	87.70	86.97	87.36	83.63	89.91	21.25	21.24	21.22	21.16	nan	nan	22.756	21.565	21.691	19.0	19.0	870.06	870.01	870.06
1410.013	13:53:28.474	21.600	21.490	32.513	0.00	0.19	87.16	87.70	86.97	87.36	83.63	89.91	21.25	21.24	21.22	21.16	nan	nan	22.756	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1410.114	13:53:28.575	21.600	21.495	32.513	0.00	0.21	87.16	87.70	86.97	87.36	83.63	89.91	21.25	21.24	21.22	21.16	nan	nan	22.756	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1410.214	13:53:28.675	21.600	21.495	32.513	0.00	0.22	87.16	87.70	86.97	87.36	83.63	89.91	21.25	21.24	21.22	21.16	nan	nan	22.756	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1410.313	13:53:28.774	21.600	21.495	32.513	0.00	0.21	87.16	87.70	86.97	87.36	83.63	89.91	21.25	21.24	21.22	21.16	nan	nan	22.756	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1410.414	13:53:28.875	21.600	21.490	32.513	0.00	0.20	87.16	87.70	86.97	87.36	83.63	89.91	21.25	21.24	21.22	21.16	nan	nan	22.756	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1410.514	13:53:28.975	21.600	21.490	32.519	0.00	0.21	87.16	87.70	86.97	87.36	83.63	89.91	21.25	21.24	21.22	21.16	nan	nan	22.756	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1410.614	13:53:29.075	21.600	21.490	32.519	0.00	0.22	86.89	87.26	87.04	87.39	83.94	89.66	21.27	21.25	21.22	21.15	nan	nan	22.756	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1410.713	13:53:29.174	21.600	21.495	32.519	0.00	0.22	86.89	87.26	87.04	87.39	83.94	89.66	21.27	21.25	21.22	21.15	nan	nan	22.756	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1410.814	13:53:29.275	21.600	21.500	32.519	0.00	0.21	86.89	87.26	87.04	87.39	83.94	89.66	21.27	21.25	21.22	21.15	nan	nan	22.756	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1410.914	13:53:29.375	21.600	21.485	32.519	0.00	0.24	86.89	87.26	87.04	87.39	83.94	89.66	21.27	21.25	21.22	21.15	nan	nan	22.756	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1411.015	13:53:29.476	21.600	21.475	32.519	0.00	0.22	86.89	87.26	87.04	87.39	83.94	89.66	21.27	21.25	21.22	21.15	nan	nan	22.766	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1411.113	13:53:29.574	21.600	21.480	32.519	0.00	0.20	86.89	87.26	87.04	87.39	83.94	89.66	21.27	21.25	21.22	21.15	nan	nan	22.766	21.565	21.663	19.0	19.0	870.06	870.01	870.06
1411.214	13:53:29.675	21.600	21.475	32.519	0.00	0.20	86.89	87.26	87.04	87.39	83.94	89.66	21.27	21.25	21.22	21.15	nan	nan	22.766	21.565	21.663	19.0	19.0	870.00	870.01	870.00
1411.314	13:53:29.775	21.600	21.475	32.519	0.00	0.20	86.89	87.26	87.04	87.39	83.94	89.66	21.27	21.25	21.22	21.15	nan	nan	22.766	21.561	21.663	19.0	19.0	870.00	870.01	870.00
1411.413	13:53:29.874	21.600	21.480	32.519	0.00	0.19	86.89	87.26	87.04	87.39	83.94	89.66	21.27	21.25	21.22	21.15	nan	nan	22.766	21.561	21.663	19.0	19.0	870.00	870.01	870.00
1411.513	13:53:29.974	21.600	21.470	32.531	0.00	0.22	86.89	87.26	87.04	87.39	83.94	89.66	21.27	21.25	21.22	21.15	nan	nan	22.766	21.561	21.663	19.0	19.0	870.00	870.01	870.00
1411.614	13:53:30.075	21.600	21.475	32.531	0.00	0.22	87.31	87.31	87.11	87.42	84.25	89.91	21.25	21.24	21.23	21.13	nan	nan	22.766	21.561	21.663	19.0	19.0	870.00	870.01	870.00
1411.714	13:53:30.175	21.600	21.475	32.531	0.00	0.22	87.31	87.31	87.11	87.42	84.25	89.91	21.25	21.24	21.23	21.13	nan	nan	22.766	21.561	21.663	19.0	19.0	870.00	870.01	870.00
1411.813	13:53:30.274	21.600	21.480	32.531	0.00	0.20	87.31	87.31	87.11	87.42	84.25	89.91	21.25	21.24	21.23	21.13	nan	nan	22.766	21.561	21.663	19.0	19.0	870.00	870.01	870.00
1411.913	13:53:30.374	21.600	21.475	32.531	0.00	0.22	87.31	87.31	87.11	87.42	84.25	89.91	21.25	21.24	21.23	21.13	nan	nan	22.766	21.561	21.663	19.0	19.0	870.00	870.01	870.00
1412.014	13:53:30.475	21.600	21.475	32.531	0.00	0.22	87.31	87.31	87.11	87.42	84.25	89.91	21.25	21.24	21.23	21.13	nan	nan	22.766	21.561	21.665	19.0	19.0	870.00	870.01	870.00
1412.114	13:53:30.575	21.600	21.475	32.531	0.00	0.20	87.31	87.31	87.11	87.42	84.25	89.91	21.25	21.24	21.23	21.13	nan	nan	22.766	21.561	21.665	19.0	19.0	870.00	870.01	870.00
1412.213	13:53:30.674	21.600	21.475	32.531	0.00	0.22	87.31	87.31	87.11	87.42	84.25	89.91	21.25	21.24	21.23	21.13	nan	nan	22.766	21.561	21.665	19.0	19.0	870.00	870.01	870.00
1412.314	13:53:30.775	21.600	21.475	32.531	0.00	0.21	87.31	87.31	87.11	87.42	84.25	89.91	21.25	21.24	21.23	21.13	nan	nan	22.766	21.561	21.665	19.0	19.0	870.06	869.95	870.00
1412.414	13:53:30.875	21.600	21.470	32.531	0.00	0.22	87.31	87.31	87.11	87.42	84.25	89.91	21.25	21.24	21.23	21.13	nan	nan	22.766	21.561	21.665	19.0	19.0	870.06	869.95	870.00
1412.513	13:53:30.974	21.600	21.465	32.537	0.00	0.25	87.31	87.31	87.11	87.42	84.25	89.91	21.25	21.24	21.23	21.13	nan	nan	22.766	21.561	21.665	19.0	19.0	870.06	869.95	870.00
1412.613	13:53:31.074	21.600	21.465	32.537	0.00	0.23	87.84	87.91	86.82	87.67	84.27	90.51	21.26	21.26	21.22	21.14	nan	nan	22.766	21.561	21.665	19.0	19.0	870.06	869.95	870.00
1412.720	13:53:31.181	21.600	21.460	32.537	0.00	0.24	87.84	87.91	86.82	87.67	84.27	90.51	21.26	21.26	21.22	21.14	nan	nan	22.766	21.561	21.665	19.0	19.0	870.06	869.95	870.00
1412.825	13:53:31.286	21.600	21.455	32.537	0.00	0.26	87.84	87.91	86.82	87.67	84.27	90.51	21.26	21.26	21.22	21.14	nan	nan	22.766	21.561	21.665	19.0	19.0	870.06	869.95	870.00
1412.913	13:53:31.374	21.600	21.455	32.537	0.00	0.25	87.84	87.91	86.82	87.67	84.27	90.51	21.26	21.26	21.22	21.14	nan	nan	22.766	21.561	21.665	19.0	19.0	870.06	869.95	870.00
1413.013	13:53:31.474	21.600	21.455	32.537	0.00	0.27	87.84	87.91	86.82	87.67	84.27	90.51	21.26	21.26	21.22	21.14	nan	nan	22.764	21.561	21.665	19.0	19.0	870.06	869.95	870.00
1413.114	13:53:31.575	21.600	21.450	32.537	0.00	0.26	87.84	87.91	86.82	87.67	84.27	90.51	21.26	21.26	21.22	21.14	nan	nan	22.764	21.561	21.665	19.0	19.0	870.06	869.95	870.00
1413.213	13:53:31.674	21.600	21.450	32.537	0.00	0.27	87.84	87.91	86.82	87.67	84.27	90.51	21.26	21.26	21.22	21.14	nan	nan	22.764	21.561	21.665	19.0	19.0	870.06	869.95	870.00
1413.313	13:53:31.774	21.600	21.450	32.537	0.00	0.26	87.84	87.91	86.82	87.67	84.27	90.51	21.26	21.26	21.22	21.14	nan	nan	22.764	21.561	21.665	19.0	19.0	869.94	870.01	870.00
1413.414	13:53:31.875	21.600	21.450	32.537	0.00	0.21	87.84	87.91	86.82	87.67	84.27	90.51	21.26	21.26	21.22	21.14	nan	nan	22.764	21.558	21.665	19.0	19.0	869.79	870.01	870.00
1413.514	13:53:31.975	21.600	21.455	32.556	0.00	0.21	87.84	87.91	86.82	87.67	84.27	90.51	21.26	21.26	21.22	21.14	nan	nan	22.764	21.558	21.665	19.0	19.0	869.79	870.01	870.00
1413.614	13:53:32.075	21.600	21.455	32.556	0.00	0.20	88.28	88.48	86.83	87.78	84.11	90.55	21.25	21.24	21.22	21.14	nan	nan	22.764	21.558	21.665	19.0	19.0	869.79	870.01	870.00
1413.713	13:53:32.174	21.600	21.450	32.556	0.00	0.22	88.28	88.48	86.83	87.78	84.11	90.55	21.25	21.24	21.22	21.14	nan	nan	22.764	21.558	21.665	19.0	19.0	869.79	870.01	870.00
1413.814	13:53:32.275	21.600	21.450	32.556	0.00	0.22	88.28	88.48	86.83	87.78	84.11	90.55	21.25	21.24	21.22	21.14	nan	nan	22.764	21.558	21.665	19.0	19.0	869.79	870.01	870.00
1413.914	13:53:32.375	21.600	21.435	32.556	0.00	0.21	88.28	88.48	86.83	87.78	84.11	90.55	21.25	21.24	21.22	21.14	nan	nan	22.764	21.558	21.665	19.0	19.0	869.79	870.01	870.00
1414.021	13:53:32.482	21.600	21.430	32.556	0.00	0.25	88.28	88.48	86.83	87.78	84.11	90.55	21.25	21.24	21.22	21.14	nan	nan	22.764	21.558	21.683	19.0	19.0	869.79	870.01	870.00
1414.113	13:53:32.574	21.600	21.430	32.556	0.00	0.28	88.28	88.48	86.83	87.78	84.11	90.55	21.25	21.24	21.22	21.14	nan	nan	22.764	21.558	21.683	19.0	19.0	869.79	870.01	870.00
1414.214	13:53:32.675	21.600	21.425	32.556	0.00	0.27	88.28	88.48	86.83	87.78	84.11	90.55	21.25	21.24	21.22	21.14	nan	nan	22.764	21.558	21.683	19.0	19.0	869.85	870.01	870.00
1414.314	13:53:32.775	21.600	21.420	32.556	0.00	0.25	88.28	88.48	86.83	87.78	84.11	90.55	21.25	21.24	21.22	21.14	nan	nan	22.764	21.558	21.683	19.0	19.0	869.85	870.01	870.00
1414.413	13:53:32.874	21.600	21.420	32.556	0.00	0.26	88.28	88.48	86.83	87.78	84.11	90.55	21.25	21.24	21.22	21.14	nan	nan	22.764	21.558	21.683	19.0	19.0	870.00	870.01	869.86
1414.513	13:53:32.974	21.600	21.420	32.569	0.00	0.25	88.28	88.48	86.83	87.78	84.11	90.55	21.25	21.24	21.22	21.14	nan	nan	22.764	21.558	21.683	19.0	19.0	870.00	870.01	869.86
1414.614	13:53:33.075	21.600	21.415	32.569	0.00	0.25	88.28	87.95	86.97	87.94	84.25	90.17	21.24	21.25	21.21	21.13	nan	nan	22.764	21.558	21.683	19.0	19.0	870.00	870.01	869.86
1414.714	13:53:33.175	21.600	21.410	32.569	0.00	0.22	88.28	87.95	86.97	87.94	84.25	90.17	21.24	21.25	21.21	21.13	nan	nan	22.764	21.558	21.683	19.0	19.0	870.00	870.01	869.86
1414.813	13:53:33.274	21.600	21.405	32.569	0.00	0.22	88.28	87.95	86.97	87.94	84.25	90.17	21.24	21.25	21.21	21.13	nan	nan	22.764	21.558	21.683	19.0	19.0	870.00	870.01	869.86
1414.914	13:53:33.375	21.600	21.425	32.569	0.00	0.24	88.28	87.95	86.97	87.94	84.25	90.17	21.24	21.25	21.21	21.13	nan	nan	22.764	21.558	21.683	19.0	19.0	870.00	870.01	869.86
1415.020	13:53:33.481	21.600	21.420	32.569	0.00	0.23	88.28	87.95	86.97	87.94	84.25	90.17	21.24	21.25	21.21	21.13	nan	nan	22.768	21.558	21.683	19.0	19.0	870.00	870.01	869.86
1415.114	13:53:33.575	21.600	21.415	32.569	0.00	0.24	88.28	87.95	86.97	87.94	84.25	90.17	21.24	21.25	21.21	21.13	nan	nan	22.768	21.558	21.683	19.0	19.0	870.00	870.01	869.86
1415.213	13:53:33.674	21.600	21.415	32.569	0.00	0.24	88.28	87.95	86.97	87.94	84.25	90.17	21.24	21.25	21.21	21.13	nan	nan	22.768	21.558	21.683	19.0	19.0	870.00	870.01	869.92
1415.314	13:53:33.775	21.600	21.415	32.569	0.00	0.23	88.28	87.95	86.97	87.94	84.25	90.17	21.24	21.25	21.21	21.13	nan	nan	22.768	21.558	21.683	19.0	19.0	870.00	870.01	869.92
1415.414	13:53:33.875	21.600	21.415	32.569	0.00	0.21	88.28	87.95	86.97	87.94	84.25	90.17	21.24	21.25	21.21	21.13	nan	nan	22.768	21.564	21.683	19.0	19.0	870.00	870.01	870.06
1415.513	13:53:33.974	21.600	21.415	32.581	0.00	0.24	88.28	87.95	86.97	87.94	84.25	90.17	21.24	21.25	21.21	21.13	nan	nan	22.768	21.564	21.683	19.0	19.0	870.00	870.01	870.06
1415.613	13:53:34.074	21.600	21.415	32.581	0.00	0.23	88.80	87.40	86.81	88.12	84.37	90.02	21.24	21.23	21.21	21.14	nan	nan	22.768	21.564	21.683	19.0	19.0	870.00	870.01	870.06
1415.714	13:53:34.175	21.600	21.410	32.581	0.00	0.25	88.80	87.40	86.81	88.12	84.37	90.02	21.24	21.23	21.21	21.14	nan	nan	22.768	21.564	21.683	19.0	19.0	870.00	870.01	870.06
1415.814	13:53:34.275	21.600	21.405	32.581	0.00	0.24	88.80	87.40	86.81	88.12	84.37	90.02	21.24	21.23	21.21	21.14	nan	nan	22.768	21.564	21.683	19.0	19.0	870.00	870.01	870.06
1415.913	13:53:34.374	21.600	21.405	32.581	0.00	0.26	88.80	87.40	86.81	88.12	84.37	90.02	21.24	21.23	21.21	21.14	nan	nan	22.768	21.564	21.683	19.0	19.0	870.00	870.01	870.06
1416.013	13:53:34.474	21.600	21.405	32.581	0.00	0.27	88.80	87.40	86.81	88.12	84.37	90.02	21.24	21.23	21.21	21.14	nan	nan	22.768	21.564	21.693	19.0	19.0	870.00	870.01	870.06
1416.114	13:53:34.575	21.600	21.405	32.581	0.00	0.26	88.80	87.40	86.81	88.12	84.37	90.02	21.24	21.23	21.21	21.14	nan	nan	22.768	21.564	21.693	19.0	19.0	870.00	870.01	870.06
1416.214	13:53:34.675	21.600	21.405	32.581	0.00	0.27	88.80	87.40	86.81	88.12	84.37	90.02	21.24	21.23	21.21	21.14	nan	nan	22.768	21.564	21.693	19.0	19.0	870.00	870.01	870.06
1416.313	13:53:34.774	21.600	21.400	32.581	0.00	0.27	88.80	87.40	86.81	88.12	84.37	90.02	21.24	21.23	21.21	21.14	nan	nan	22.768	21.564	21.693	19.0	19.0	870.00	870.01	870.06
1416.414	13:53:34.875	21.600	21.410	32.581	0.00	0.23	88.80	87.40	86.81	88.12	84.37	90.02	21.24	21.23	21.21	21.14	nan	nan	22.768	21.564	21.693	19.0	19.0	870.00	870.01	870.06
